True,trizol_depth,ivt_depth,trizol_median,ivt_median,ks_stat,ks_pval,ks_effect_size,u_stat,u_pval,u_effect_size
2823,1641.0,52646,23.0,27.0,0.07855241509042848,5.2383355732333186e-09,0.001969112290510861,38519592.0,7.321053867659821e-14,0.4458694515143436
2824,1641.0,52646,23.0,24.0,0.04143984901579989,0.008178668554353681,0.0010387932174967438,42047312.0,0.0660099505370834,0.4867032843725987
2825,1641.0,52646,27.0,28.0,0.030276569545965137,0.10618660591529308,0.0007589577626459401,42178771.5,0.10356949038782798,0.4882249457432941
2826,1641.0,52646,38.0,46.0,0.07268514155335948,8.980750512558086e-08,0.0018220344391127634,38997370.0,1.842028677292284e-11,0.45139979604150315
2827,1641.0,52646,23.0,23.0,0.020223854763733784,0.5291546306796109,0.000506961382803203,42553534.5,0.3036928588379165,0.49256287780804364
2828,1641.0,52646,14.0,11.0,0.06552585152302032,2.1354419129658517e-06,0.0016425689704337428,46122902.0,1.7727980805566137e-06,0.5338787860730669
2829,1641.0,52646,32.0,38.0,0.08565689685974248,1.249305075196047e-10,0.00214720385336812,38768432.0,1.3966878537081688e-12,0.44874980793958374
2830,1641.0,52646,19.0,20.0,0.01876783019222386,0.6254909288993038,0.0004704624938034764,42593955.0,0.3343765566163295,0.493030750524996
2831,1641.0,52646,41.0,51.0,0.10503583626861374,9.05974492586087e-16,0.0026329853245443424,37052545.5,8.575786481713826e-23,0.42888819121695937
2832,1641.0,52646,18.0,19.0,0.06429422250551975,3.5633723728000648e-06,0.0016116951159135691,39746338.5,3.300070946123756e-08,0.4600692070336165
2833,1641.0,52646,18.0,19.0,0.04960940519482304,0.0007553869587368326,0.001243583528037986,41307003.0,0.0024914331869186315,0.478134108256166
2834,1641.0,52646,7.0,7.0,0.031233254397862287,0.0879541108691305,0.0007829394556065907,42431755.0,0.21779222045627544,0.4911532637376067
2835,1641.0,52646,7.0,7.0,0.03900111869043188,0.015329175272103103,0.0009776603567006046,41608075.0,0.009990670558657296,0.481619057097429
2836,1641.0,52646,36.0,40.0,0.06228599457593831,8.042709509995495e-06,0.001561353871869911,39855774.0,9.121600810474619e-08,0.4613359376459552
2837,1641.0,52646,46.0,47.0,0.028038806702734398,0.16121269652072853,0.0007028626532494743,42111265.5,0.08269117483654904,0.48744355472560297
2838,1641.0,52646,7.0,8.0,0.07334013210423007,6.611353844103743e-08,0.001838453411621795,39481442.0,7.066472602514246e-10,0.4570029944640994
2839,1641.0,52646,86.0,97.0,0.0978229186409505,9.820257734584487e-14,0.0024521755463252546,38038247.5,1.5792690927447496e-16,0.44029782427061664
2840,1641.0,52646,16.0,20.0,0.08902524937295764,1.8981952007308497e-11,0.0022316400139229505,38470761.0,3.348613856487048e-14,0.44530422613015735
2841,1641.0,52646,21.0,24.0,0.05128975586953649,0.00043890128723808857,0.0012857057105595219,40772858.5,0.00010307504637137898,0.47195131392011996
2842,1641.0,52645,25.0,24.0,0.033124797539820505,0.05956256492627971,0.0008303559426841272,44217067.5,0.10196670478435436,0.5118282178081153
2843,1641.0,52645,6.0,8.0,0.09956231849482894,3.2706096030933555e-14,0.0024957786603890283,38835436.0,3.98557998306572e-13,0.44953392704482537
2844,1641.0,52645,34.0,35.0,0.03997271920523149,0.011989567697610651,0.0010020162356436178,41222403.5,0.0015987457840663333,0.4771639213109737
2845,1641.0,52645,8.0,14.0,0.13194856213554634,1.2213039875819129e-24,0.0033076209014157925,36738591.0,5.83777075169816e-26,0.42526220347632193
2846,1641.0,52645,31.0,47.0,0.16154865274741897,1.0099322243831373e-36,0.004049621244633294,34207144.0,5.725181651852801e-47,0.3959598078236546
2847,1641.0,52645,21.0,9.0,0.13348821157247193,3.2994165569860285e-25,0.0033462160674108316,48887466.0,7.726852718711616e-21,0.5658897346807277
2848,1641.0,52645,23.0,25.0,0.07208470797899008,1.1863439797359905e-07,0.0018069835921276,39557811.5,5.813636523775824e-09,0.45789567931962843
2849,1641.0,52645,27.0,30.0,0.05742741572867238,5.180113195377328e-05,0.0014395618830868612,39971691.5,2.505699007226912e-07,0.4626864869141489
2850,1641.0,52645,25.0,28.0,0.07418198852893973,4.4419056543517855e-08,0.0018595571774010803,39534712.0,4.487449962313278e-09,0.45762829442538466
2851,1641.0,52645,10.0,8.0,0.06081344991335558,1.437185432419099e-05,0.0015244413032253045,45894227.5,7.731007033117159e-06,0.5312419388509921
2852,1641.0,52645,6.0,6.0,0.031221612529024445,0.08815925063007327,0.0007826478478092196,42063187.0,0.02180054656150348,0.4868962881253824
2853,1641.0,52645,64.0,75.0,0.10819514820186427,1.0476159810475285e-16,0.002712182140011796,37523389.5,1.1595758876935134e-19,0.4343465240860838
2854,1641.0,52645,12.0,14.0,0.04311489540307384,0.00519639749951872,0.0010807827451053734,41313686.5,0.002105316296935937,0.4782205543680207
2855,1641.0,52645,26.0,25.0,0.02884622251916863,0.139188215571941,0.000723102752974899,43853354.0,0.2917459878597649,0.5076181052198538
2856,1641.0,52645,27.0,31.0,0.07382077960126265,5.2713365286662595e-08,0.0018505025717303087,39264349.0,3.1838316358075497e-10,0.4544987469389699
2857,1641.0,52645,38.0,42.0,0.056476477230786415,7.327963115573533e-05,0.0014157242299843024,41532826.5,0.007771646963279819,0.48075717748646857
2858,1641.0,52645,18.0,17.0,0.038637201139547384,0.016780897650241173,0.0009685381332923598,45259949.0,0.0009360600166079705,0.5238999405547685
2859,1641.0,52645,28.0,33.0,0.09225375560919963,2.913225368522877e-12,0.002312571242524284,38696536.5,6.12809519498368e-13,0.4479261161347184
2860,1641.0,52645,46.0,51.0,0.04775165818395777,0.0013481131604901838,0.0011970148073631164,40808552.5,0.0001345429675179762,0.47237344940172493
2861,1641.0,52645,25.0,26.0,0.051014437997165096,0.0004803326653742373,0.001278804548245596,40427435.0,9.431234123507843e-06,0.46796187934904143
2862,1641.0,52645,6.0,6.0,0.004533209662249127,0.9999999999999993,0.00011363624420516429,42977821.0,0.3487071864031638,0.4974835006348214
2863,1641.0,52645,21.0,18.0,0.07874869726623124,4.745228044855722e-09,0.001974033159751132,47138827.5,2.6976072909624573e-10,0.5456486246829727
2864,1641.0,52645,12.0,12.0,0.02184966173053049,0.42915288617787467,0.0005477164484333405,43001495.0,0.7555444394657931,0.4977575355700506
2865,1641.0,52645,61.0,75.0,0.12390482535423919,8.89384177850768e-22,0.003105984510137747,36201795.0,4.7268831947916727e-29,0.41904859964548163
2866,1641.0,52645,24.0,26.0,0.0544837568552865,0.00014876616779024583,0.0013657717071374846,40077503.0,6.032064406137651e-07,0.46391129250462826
2867,1641.0,52645,7.0,7.0,0.02190723754229995,0.4258090795159144,0.0005491597302345398,42628176.5,0.33343954931081354,0.49343624170473943
2868,1641.0,52645,12.0,15.0,0.10332338258009899,2.840308761543879e-15,0.0025900591434701863,37586172.0,1.6973901527092673e-19,0.43507325376087597
2869,1641.0,52645,33.0,30.0,0.06697804369453131,1.1531192186708427e-06,0.0016789722727890998,46870421.0,4.10115936007923e-09,0.542541724377042
2870,1641.0,52645,46.0,33.0,0.11408023190527611,1.5881795716091712e-18,0.0028597064900232052,48403163.0,7.315786508643196e-17,0.5602837559176828
2871,1641.0,52645,40.0,70.0,0.18215266746224074,1.429719354585478e-46,0.004566112433478646,33182152.0,7.93479462745815e-58,0.3840951623758854
2872,1641.0,52645,21.0,25.0,0.09931119118555298,3.837852064484701e-14,0.0024894835259545644,37473669.5,5.2591353751447436e-20,0.43377099747547315
2873,1641.0,52645,21.0,23.0,0.07740714844101104,9.281415461254475e-09,0.0019404038813205736,38614467.0,2.2469084911896022e-13,0.44697613260355357
2874,1641.0,52645,20.0,22.0,0.04431263202776653,0.0037159152562696676,0.0011108070108503463,41134953.5,0.0009754204566243948,0.47615165658655884
2875,1641.0,52645,23.0,24.0,0.017600800644099024,0.7040707970555888,0.000441208112842263,42849242.5,0.5798015167609745,0.4959951589553683
2876,1641.0,52645,9.0,9.0,0.016741550526797266,0.7605562457576278,0.0004196688584424181,43150359.0,0.9411369213753964,0.49948068909704074
2877,1641.0,52645,43.0,46.0,0.039600722047444026,0.013181727749720144,0.0009926911959883837,41426479.5,0.004655910980871014,0.4795261732938174
2878,1641.0,52645,28.0,32.0,0.06996005171636743,3.118496532719109e-07,0.0017537237661102807,40285539.0,3.205125640907483e-06,0.46631938289008695
2879,1641.0,52645,16.0,16.0,0.02057922030613446,0.5064579602459988,0.0005158696549454354,43507797.5,0.6159802304860978,0.503618166337724
2880,1641.0,52645,17.0,16.0,0.040790147567824175,0.009704803094974552,0.001022507123105841,45187514.0,0.0013695498394989646,0.5230614797736023
2881,1641.0,52645,55.0,65.0,0.10896958569897397,6.113623467835245e-17,0.002731595353849237,37183514.5,6.79982846681775e-22,0.4304123505788169
2882,1641.0,52645,20.0,19.0,0.05440960513630877,0.00015266316913311977,0.001363912908742132,45746880.5,4.415303305489423e-05,0.5295363451363169
2883,1641.0,52645,7.0,12.0,0.08123801191208124,1.3254571764599726e-09,0.0020364340606745975,39236143.0,4.7451388315022115e-11,0.4541722524985257
2884,1641.0,52645,14.0,12.0,0.09557573178376383,3.9497624694453836e-13,0.0023958448883386763,47503671.5,1.6850015964453122e-12,0.5498718232091524
2885,1641.0,52645,38.0,49.0,0.14619429266743567,3.7673657414676e-30,0.0036647257860814545,35400331.5,1.0977055477009646e-35,0.40977137575804823
2886,1641.0,52645,29.0,31.0,0.04549152397582856,0.002647426576427193,0.001140358887618167,41543451.5,0.007871928196413186,0.48088016562479796
2887,1641.0,52645,20.0,18.0,0.04722221305840016,0.0015836527818997674,0.0011837429403938643,45865474.0,1.892331239932586e-05,0.5309091069041258
2888,1641.0,52645,49.0,56.0,0.05606125770043202,8.510828239249002e-05,0.0014053157133998974,40806556.0,0.00013277667973902354,0.4723503392070732
2889,1641.0,52645,49.0,58.0,0.07164889589352152,1.4498756534268773e-07,0.0017960588716179168,39941391.5,1.9272198328887613e-07,0.4623357536820189
2890,1641.0,52645,42.0,52.0,0.1444282871792129,1.949159013534469e-29,0.003620456439221426,34786954.0,3.058355865110502e-41,0.40267131393986916
2891,1641.0,52645,25.0,30.0,0.049187951283269804,0.0008631411264358768,0.0012330190881143042,40413468.5,7.373145579420278e-06,0.46780021216466705
2892,1641.0,52645,16.0,15.0,0.040426079527660724,0.010668659463235499,0.0010133808466258815,43059531.0,0.8278125053196135,0.4984293228261528
2893,1641.0,52645,25.0,26.0,0.01971228415364685,0.56248783383134,0.0004941377308399243,42812175.0,0.5399474595524397,0.4955660895137188
2894,1641.0,52645,6.0,7.0,0.06955814384333825,3.7319134108888707e-07,0.001743648939528167,39187298.5,2.0646106534053703e-11,0.4536068601105134
2895,1641.0,52645,34.0,39.0,0.09644910383318428,2.308464250007923e-13,0.002417738144306164,37808444.5,6.839404111706982e-18,0.43764613667634195
2896,1641.0,52645,20.0,22.0,0.041084126838332624,0.008984861598242475,0.001029876449182451,41008982.0,0.00046621481856140383,0.474693491855494
2897,1641.0,52645,35.0,37.0,0.03452867964738465,0.043942694958261044,0.0008655477608210517,41272224.0,0.0020872592506305182,0.47774061124468103
2898,1641.0,52645,14.0,10.0,0.04266000713389079,0.005888004331843285,0.001069379832314152,43933461.0,0.22338709667316692,0.5085453721184097
2899,1641.0,52645,27.0,29.0,0.05063475480419155,0.0005435241845046092,0.0012692868388846897,41231388.5,0.0016762438647895145,0.47726792586842215
2900,1641.0,52645,11.0,7.0,0.06966951032605517,3.5511333634316104e-07,0.001746440619103828,46703222.5,4.729801699505036e-09,0.5406063425185506
2901,1641.0,52645,20.0,28.0,0.1250115912703077,3.6807656266388144e-22,0.003133728367423605,36199643.0,3.881983404909064e-29,0.41902368948325247
2902,1641.0,52645,63.0,66.0,0.02905903540605676,0.13380741292059878,0.0007284374405332122,42794728.0,0.5217471570996945,0.49536413430906623
2903,1641.0,52645,24.0,22.0,0.0802023765475453,2.2641032569969933e-09,0.0020104732686618315,45241666.5,0.0009655761278623072,0.5236883141416855
2904,1641.0,52645,44.0,48.0,0.07792814355800581,7.162410963153865e-09,0.0019534639276796786,40138951.0,1.0125675957985527e-06,0.46462257486924624
2905,1641.0,52645,20.0,23.0,0.07394986795125313,4.958962348498477e-08,0.0018537384942568394,39408018.5,1.3234663174481082e-09,0.4561617722885905
2906,1641.0,52645,22.0,20.0,0.046443272748508235,0.0020004679982525897,0.0011642168522860825,45259791.0,0.0009431884964228273,0.5238981116488056
2907,1641.0,52645,133.0,145.0,0.056909719587623475,6.261272730380751e-05,0.001426584533815282,41040413.0,0.0005671872644340208,0.47505731681321933
2908,1641.0,52645,16.0,20.0,0.08751517601281023,4.457752316109584e-11,0.0021937868869968684,39071363.0,3.047170329133053e-11,0.45226486563415663
2909,1641.0,52645,14.0,15.0,0.02476416228669731,0.27983951204686824,0.0006207756981950957,42147440.5,0.09281402854034218,0.48787155223011064
2910,1641.0,52645,18.0,18.0,0.019640482231570833,0.5672200891607461,0.0004923378359841055,42717791.5,0.4446915594119857,0.494473567070988
2911,1641.0,52645,6.0,7.0,0.10225240765920357,5.748711127641324e-15,0.0025632124770426515,38035509.0,4.816067882954095e-18,0.44027448868911373
2912,1641.0,52645,85.0,96.0,0.09598794172202718,3.0672429357432786e-13,0.0024061779619660387,37827754.5,9.01153400862337e-18,0.4378696567658611
2913,1641.0,52645,31.0,33.0,0.03978913408768758,0.012565186580382104,0.000997414215264242,40750359.5,9.166243394953012e-05,0.471699844815014
2914,1641.0,52645,7.0,7.0,0.034660268273881356,0.042680025973443544,0.0008688463590349678,44290964.5,0.06303989332886713,0.5126836017571156
2915,1641.0,52645,8.0,6.0,0.04401486761643614,0.004042449617932815,0.001103342800747,45082896.0,0.0011677320774084094,0.5218504893683555
2916,1641.0,52645,49.0,58.0,0.11750153619419373,1.2559202470656415e-19,0.002945470043585104,36076674.5,4.836943828608448e-30,0.4176002855408373
2917,1641.0,52645,18.0,22.0,0.07923985112010934,3.701148891509944e-09,0.0019863451601746704,38875756.0,3.3525598332524933e-12,0.45000064532599643
2918,1641.0,52645,37.0,34.0,0.03698602316494609,0.02503102705467045,0.0009271472254085873,44070193.0,0.15983642725101033,0.5101280934482975
2919,1641.0,52645,6.0,6.0,0.01640699963983283,0.7818345626686871,0.0004112825032718781,42529240.5,0.2063591932365777,0.4922910224620327
2920,1641.0,52645,29.0,29.0,0.011073527865263277,0.98943773511949,0.00027758568662483257,43143229.5,0.9337046039917573,0.4993981626093025
2921,1641.0,52645,8.0,10.0,0.05829030050719153,3.76242287922228e-05,0.0014611922493655899,40266946.0,1.4892194688628595e-06,0.4661041623295261
2922,1641.0,52645,56.0,67.0,0.08947131826905158,1.470991583976855e-11,0.0022428224877504405,38347333.0,8.846318381038439e-15,0.4438839619358368
2923,1641.0,52645,90.0,101.0,0.057995591989368656,4.198851595419278e-05,0.0014538046428801564,40672139.5,5.392593107156077e-05,0.47079442060982557
2924,1641.0,52645,20.0,19.0,0.034985697781739655,0.03969204706939992,0.0008770040640126379,44210872.0,0.10370315561415351,0.5117565027011958
2925,1641.0,52645,31.0,29.0,0.019277513850055994,0.5913090252155663,0.0004832391251999877,43042962.5,0.8074569371095202,0.4982375365701612
2926,1641.0,52645,8.0,12.0,0.05996009165133942,1.9991791844101928e-05,0.001503049742922124,39763466.5,1.9943124076705648e-08,0.4602762087867472
2927,1641.0,52645,22.0,25.0,0.06568007607785792,2.001466578012907e-06,0.0016464354664095084,40104101.0,7.523109363771542e-07,0.46421917377552574
2928,1641.0,52645,31.0,31.0,0.02505079120729148,0.26742680912854294,0.000627960769357399,43476160.5,0.6530898408344532,0.5032519568570344
2929,1641.0,52645,20.0,23.0,0.05572534092167247,9.598365758193165e-05,0.0013968951187334699,40172287.0,1.2816117499795782e-06,0.46500845087671444
2930,1641.0,52645,32.0,39.0,0.10689994709484363,2.556605264357994e-16,0.002679714683119636,37638920.0,6.080941244015949e-19,0.4356838305439913
2931,1641.0,52645,28.0,27.0,0.042253816379809184,0.006575640702444644,0.001059197644600867,44776287.5,0.011360379813836597,0.5183013873814402
2932,1641.0,52645,23.0,29.0,0.11489451177152749,8.741538176338702e-19,0.0028801184525457553,36695034.0,2.45416062201969e-25,0.42475801577361944
2933,1641.0,52645,21.0,24.0,0.05199769488396555,0.00034727445949711663,0.0013034523426406668,40754676.5,8.86667243852324e-05,0.47174981561907686
2934,1641.0,52645,18.0,17.0,0.05489100096659996,0.00012898980476389667,0.0013759802998857343,45796810.5,3.043136160856264e-05,0.5301143025713086
2935,1641.0,52645,43.0,49.0,0.07740819022288858,9.276622880391406e-09,0.001940429996190316,39763381.5,4.0221480280734744e-08,0.4602752248816406
2936,1641.0,52645,33.0,37.0,0.06286604959610975,6.374426563079889e-06,0.0015758948507519747,39841888.0,7.525603768326013e-08,0.4611839654258061
2937,1641.0,52645,11.0,10.0,0.021414984029773154,0.45486516971896107,0.0005368201641151577,43363395.0,0.7831355910440254,0.501946656253478
2938,1641.0,52645,21.0,24.0,0.07320177596029287,7.054932641218441e-08,0.0018349856964587094,38692032.0,5.72982303780646e-13,0.4478739749517438
2939,1641.0,52645,87.0,96.0,0.0794787548553546,3.2779325217104004e-09,0.001992333880137468,39183797.0,1.3910318176153094e-10,0.4535663290077971
2940,1641.0,52645,18.0,19.0,0.0533407600805853,0.00022075429244583305,0.0013371196327149621,40201155.5,1.6162482608400166e-06,0.46534261398931326
2941,1641.0,52645,14.0,16.0,0.06125193590564326,1.2107997606485904e-05,0.0015354330519006625,39971812.0,2.2864017063423492e-07,0.46268788174432945
2942,1641.0,52645,10.0,9.0,0.022699848345497098,0.3813251037454602,0.0005690285034664127,42415369.0,0.20169253104060036,0.4909729195167359
2943,1641.0,52645,6.0,6.0,0.04826941220177772,0.001149695724352417,0.0012099936074607943,41222030.5,3.3208562587074424e-05,0.4771596037038587
2944,1641.0,52645,19.0,24.0,0.09330012132707499,1.5643811391187077e-12,0.0023388010176954156,38153017.5,6.927516992937101e-16,0.4416346911976203
2945,1641.0,52645,49.0,59.0,0.09039580708260042,8.636600182104459e-12,0.0022659971133267166,37816494.5,7.209455430730333e-18,0.4377393182776174
2946,1641.0,52645,19.0,19.0,0.021418468211386155,0.4546558646427285,0.0005369075038461937,43337428.0,0.8192189886779128,0.501646079031078
2947,1641.0,52645,12.0,13.0,0.03367448795986644,0.05295519368552055,0.0008441353086220768,42434039.5,0.21830909849813873,0.49118903716724693
2948,1641.0,52645,17.0,16.0,0.021404473608163443,0.45549686841950016,0.00053655669409596,43344760.0,0.8107331411253892,0.501730949528041
2949,1641.0,52645,7.0,9.0,0.0751483106725519,2.7981886959489338e-08,0.0018837804600801984,39529387.0,1.9608446384068985e-09,0.4575666556642925
2950,1641.0,52645,13.0,14.0,0.0177588736809956,0.6934875101574558,0.0004451706090781241,42501218.0,0.2622394185068798,0.4919666520990834
2951,1641.0,52645,19.0,23.0,0.10051456500773903,1.7768562489728914e-14,0.0025196491021613776,37365236.0,1.0593752463961125e-20,0.4325158413062926
2952,1641.0,52645,25.0,26.0,0.032847452053291315,0.0631565764849605,0.0008234035840277676,41477071.5,0.005970346323807778,0.48011179361328676
2953,1641.0,52645,21.0,24.0,0.08046688496627141,1.976013950066745e-09,0.0020171038340898967,38529324.5,8.200139467186732e-14,0.4459905780089453
2954,1641.0,52645,70.0,76.0,0.05454481684866885,0.00014562814097510306,0.0013673023286697172,40769538.0,0.00010427805928261089,0.4719218427454564
2955,1641.0,52645,30.0,45.0,0.10771716710106072,1.4579217641710004e-16,0.002700200347607909,37432495.0,2.7144635749360955e-20,0.4332943880541419
2956,1641.0,52645,25.0,27.0,0.03201690881439492,0.07504724397148878,0.0008025839393719868,41429300.5,0.004705738525158454,0.4795588273680035
2957,1641.0,52645,43.0,33.0,0.11550925568215328,5.553894320135093e-19,0.002895528547016623,47718465.0,2.73138195503322e-13,0.5523581340505885
2958,1641.0,52645,45.0,52.0,0.0909702340345625,6.18654795565895e-12,0.0022803965623384805,38005170.5,1.0205897865931911e-16,0.43992330980584715
2959,1641.0,52645,17.0,18.0,0.053339197407768935,0.00022087217582625348,0.001337080460410347,41368513.5,0.00326730668696064,0.4788551963125089
2960,1641.0,52645,29.0,33.0,0.08368118719610718,3.6473746290292417e-10,0.0020976783630336122,38742828.0,1.0509939405695911e-12,0.44846195664346905
2961,1641.0,52645,13.0,14.0,0.04266912851299698,0.005873346780779482,0.0010696084825070232,41661312.0,0.01187804003708809,0.48224444265798144
2962,1641.0,52645,21.0,20.0,0.047369486289832174,0.001514555332744143,0.0011874347124800442,45334365.0,0.0006082918424959422,0.5247613321125965
2963,1641.0,52645,38.0,44.0,0.09624074745766154,2.6251899210089903e-13,0.002412515170357313,38170001.5,9.059998810074787e-16,0.4418312870132802
2964,1641.0,52645,6.0,6.0,0.027665744747581766,0.17228672177836107,0.000693511123572023,44262022.0,0.06433614882355795,0.5123485820683062
2965,1641.0,52645,14.0,18.0,0.08716966326542241,5.4082667786392114e-11,0.0021851257453635742,38259366.5,1.9176688239677736e-15,0.44286571854097984
2966,1641.0,52645,55.0,56.0,0.024509238261245292,0.2912221479808923,0.0006143853895686783,42684841.5,0.4142312134680971,0.49409215915023935
2967,1641.0,52645,37.0,42.0,0.07972647901049701,2.889008029689195e-09,0.0019985437059974335,39642853.0,1.324105602644678e-08,0.45888006480346294
2968,1641.0,52645,12.0,12.0,0.025568082210943532,0.24604847277859848,0.0006409279628462999,43730976.5,0.38468264501847094,0.5062015423117684
2969,1641.0,52645,16.0,16.0,0.01965606265831832,0.5661922194882651,0.0004927283983693935,42345938.5,0.17265423098280097,0.49016923688725067
2970,1641.0,52645,46.0,57.0,0.10510263027352151,8.661710574622442e-16,0.0026346604393411837,37031359.5,6.203147509416569e-23,0.4286511025611687
2971,1641.0,52645,23.0,27.0,0.07690048361251067,1.1922000694362102e-08,0.0019277030595030648,38786325.5,1.6564938684543215e-12,0.448965455612597
2972,1641.0,52645,15.0,12.0,0.08583798821733118,1.1310497269518114e-10,0.002151743977865148,46911986.0,8.280022760088903e-10,0.5430228539741866
2973,1641.0,52645,48.0,44.0,0.03172140159713266,0.0797123968330976,0.0007951763114864188,44655635.0,0.019412374665614865,0.5169047919593422
2974,1641.0,52645,18.0,19.0,0.04021339396966872,0.01127101527262602,0.0010080493508849808,41587949.5,0.01003538740318093,0.48139524573579867
2975,1641.0,52645,25.0,27.0,0.042827340454143936,0.0056243594112791355,0.0010735744607255173,41123961.5,0.0009176683613244985,0.4760244202932396
2976,1641.0,52645,32.0,37.0,0.07321338604055116,7.016631722708197e-08,0.0018352767321737481,39278511.0,3.7033767751690776e-10,0.45466267710508956
2977,1641.0,52645,26.0,28.0,0.04424679141310128,0.0037859529873172054,0.0011091565510825082,41076115.5,0.0006958329817789567,0.4754705858963917
2978,1641.0,52645,27.0,31.0,0.081002777564116,1.4977680934570778e-09,0.0020305373230863435,38884465.0,5.296476932360038e-12,0.45010145508568683
2979,1641.0,52645,6.0,6.0,0.030444778933596206,0.10277114087286315,0.0007631745697713666,42371336.5,0.14561300152983922,0.4904632277331133
2980,1641.0,52645,40.0,40.0,0.03592507250078414,0.032067288274639415,0.000900551842061036,42678293.0,0.4082614421867814,0.49401635794328874
2981,1641.0,52645,31.0,38.0,0.12184823217428736,4.487590044342393e-21,0.003054430855610387,36472519.5,5.626552525792404e-27,0.4221823316224381
2982,1641.0,52645,10.0,7.0,0.09397611043675025,1.0429738471544506e-12,0.002355746376342026,47566818.5,1.2694340477999646e-13,0.5506027721005489
2983,1641.0,52645,23.0,31.0,0.08607168304318841,9.945065039322826e-11,0.0021576021234792245,37877319.0,1.6093756903177503e-17,0.4384433834088943
2984,1641.0,52645,30.0,26.0,0.07105810139072671,1.8992791301033135e-07,0.0017812491289859488,46734039.5,1.4870163183318e-08,0.5409630602087997
2985,1641.0,52645,41.0,47.0,0.0746030188871003,3.6345127338394536e-08,0.0018701113569256126,40265588.5,2.776240507645834e-06,0.4660884487862055
2986,1641.0,52645,11.0,11.0,0.01772308268582251,0.69588719689766,0.0004442734182198003,42869813.5,0.5962588788307773,0.49623327556652824
2987,1641.0,52645,19.0,19.0,0.011595668942323334,0.9824625471631028,0.00029067445934065394,43253525.0,0.9254395146257043,0.5006748720879953
2988,1641.0,52645,51.0,57.0,0.05838627176882816,3.6298955027099053e-05,0.0014635980091994747,40615196.5,3.671801023058444e-05,0.47013528521585923
2989,1641.0,52645,15.0,14.0,0.01982963509448299,0.5547800765163254,0.0004970794258340062,42975467.0,0.7225282574440841,0.4974562522510447
2990,1641.0,52645,19.0,22.0,0.05784351498594553,4.442539429264374e-05,0.0014499924522279363,40607243.5,3.418975025698672e-05,0.47004322642394075
2991,1641.0,52645,30.0,32.0,0.04981427054809129,0.0007076902701983058,0.0012487193478045522,41911681.5,0.039984720164831844,0.48514255830028424
2992,1641.0,52645,19.0,25.0,0.07264808046769522,9.137090135699555e-08,0.001821105933354854,39305343.0,3.922046220845253e-10,0.45497326700886886
2993,1641.0,52645,27.0,27.0,0.03679337454506687,0.026196695260887738,0.0009223180056624347,44282540.0,0.0818974469730341,0.5125860851856938
2994,1641.0,52645,51.0,62.0,0.10696517421573648,2.4449076356402995e-16,0.002681349764130847,37703487.0,1.5661631645575773e-18,0.4364312164383457
2995,1641.0,52645,32.0,24.0,0.1396890709383428,1.4538992527526211e-27,0.0035016561246069455,48657447.0,6.545273856278309e-19,0.5632271832839847
2996,1641.0,52645,22.0,25.0,0.08596180978116269,1.0565647947189071e-10,0.002154847875216863,38472161.5,3.996994757184413e-14,0.44532889603705594
2997,1641.0,52645,35.0,42.0,0.09713695768091013,1.507048879525468e-13,0.0024349809223026386,38152285.0,7.1917453898310325e-16,0.44162621225067195
2998,1641.0,52645,9.0,17.0,0.11526918283613424,6.632119160156753e-19,0.0028895105203666682,36889663.0,8.029259467335222e-25,0.4270109153853762
2999,1641.0,52645,29.0,24.0,0.08349184912752794,4.036471571186934e-10,0.002092932130540203,47121800.5,2.877443566702354e-10,0.5454515311270824
3000,1641.0,52645,13.0,13.0,0.024085892832245492,0.31084200108682175,0.0006037731770002675,44146588.5,0.11817599367351106,0.5110123984197558
3001,1641.0,52645,19.0,22.0,0.06396433077755304,4.080475113187523e-06,0.0016034260169320326,39877129.5,1.0782652831513809e-07,0.4615918982706942
3002,1641.0,52645,35.0,41.0,0.09618527836035573,2.716474161362334e-13,0.0024111246986260417,37929861.5,3.663222123902755e-17,0.43905158145672246
3003,1641.0,52645,16.0,20.0,0.072841412033472,8.3500336890085e-08,0.0018259522728489505,40328558.5,3.7363957754040453e-06,0.46681734883990933
3004,1641.0,52645,21.0,17.0,0.07732476664520016,9.668135232040902e-09,0.0019383387754542414,46671269.5,2.531776371229243e-08,0.540236475225935
3005,1641.0,52645,17.0,17.0,0.024924492517662156,0.2728461324387074,0.0006247947766487385,44185477.5,0.11249412288113562,0.5114625523690728
3006,1641.0,52645,27.0,40.0,0.10951819961107978,4.164772491417525e-17,0.002745347734421786,37462257.5,4.05085586735648e-20,0.4336388995333917
3007,1641.0,52645,6.0,6.0,0.09652607993858586,2.2012213904283426e-13,0.002419667743015048,38446246.5,3.075662097800505e-16,0.44502892073307415
3008,1641.0,52645,39.0,36.0,0.05560804785760742,0.00010008271685102115,0.001393954874565488,45665132.5,7.7714267909984e-05,0.528590083081526
3009,1641.0,52645,17.0,19.0,0.05163253876050761,0.0003920143348681327,0.0012942987906300833,40842475.5,0.00014684680464173102,0.472766120142106
3010,1641.0,52645,65.0,72.0,0.0894490125615165,1.4899124373486784e-11,0.0022422633393726953,39008474.0,2.1229903556653083e-11,0.45153690318414264
3011,1641.0,52645,20.0,25.0,0.12011342226562205,1.7211027804464446e-20,0.003010943504016589,36313748.0,3.1932076033032334e-28,0.42034449527375395
